county,cases,fatalities
Anderson,2763,24
Andrews,400,8
Angelina,2072,77
Aransas,302,18
Archer,67,1
Armstrong,12,1
Atascosa,615,30
Austin,460,9
Bailey,204,4
Bandera,113,7
Bastrop,1691,28
Baylor,14,0
Bee,1805,27
Bell,5100,74
Bexar,39320,1204
Blanco,135,5
Borden,0,0
Bosque,263,6
Bowie,1178,46
Brazoria,10545,155
Brazos,5654,60
Brewster,212,2
Briscoe,12,1
Brooks,282,20
Brown,509,20
Burleson,312,6
Burnet,680,12
Caldwell,1412,34
Calhoun,618,7
Callahan,75,3
Cameron,21983,843
Camp,335,9
Carson,17,0
Cass,291,14
Castro,241,5
Chambers,1220,8
Cherokee,1467,24
Childress,63,0
Clay,72,1
Cochran,47,1
Coke,50,3
Coleman,61,3
Collin,12001,124
Collingsworth,18,0
Colorado,460,4
Comal,2545,102
Comanche,238,3
Concho,62,2
Cooke,358,5
Coryell,1767,11
Cottle,20,2
Crane,71,2
Crockett,164,6
Crosby,83,1
Culberson,39,2
Dallam,219,8
Dallas,75052,1045
Dawson,268,8
DeWitt,937,29
Deaf Smith,838,20
Delta,22,0
Denton,11014,142
Dickens,48,2
Dimmit,190,7
Donley,59,1
Duval,405,14
Eastland,144,3
Ector,2955,74
Edwards,34,1
El Paso,21621,481
Ellis,3998,62
Erath,760,11
Falls,186,3
Fannin,641,12
Fayette,396,18
Fisher,62,1
Floyd,100,9
Foard,5,0
Fort Bend,15423,267
Franklin,123,6
Freestone,394,1
Frio,664,8
Gaines,279,8
Galveston,11280,151
Garza,102,4
Gillespie,210,9
Glasscock,6,0
Goliad,129,6
Gonzales,822,14
Gray,258,5
Grayson,1577,33
Gregg,2012,59
Grimes,1057,31
Guadalupe,1941,76
Hale,1704,49
Hall,19,1
Hamilton,108,4
Hansford,108,4
Hardeman,24,0
Hardin,1258,27
Harris,115149,2420
Harrison,840,30
Hartley,107,0
Haskell,59,2
Hays,5598,60
Hemphill,71,0
Henderson,892,20
Hidalgo,29335,1343
Hill,468,12
Hockley,302,6
Hood,847,25
Hopkins,287,8
Houston,352,9
Howard,406,10
Hudspeth,43,2
Hunt,1512,32
Hutchinson,163,3
Irion,10,0
Jack,129,2
Jackson,518,15
Jasper,411,21
Jeff Davis,14,0
Jefferson,6956,125
Jim Hogg,96,2
Jim Wells,1370,31
Johnson,2663,48
Jones,562,0
Karnes,752,16
Kaufman,2915,44
Kendall,203,6
Kenedy,7,1
Kent,7,0
Kerr,444,10
Kimble,16,1
King,0,0
Kinney,24,1
Kleberg,957,38
Knox,67,8
La Salle,359,11
Lamar,959,30
Lamb,308,21
Lampasas,205,7
Lavaca,701,32
Lee,208,14
Leon,210,5
Liberty,2158,46
Limestone,515,9
Lipscomb,29,0
Live Oak,359,8
Llano,112,1
Loving,0,0
Lubbock,9616,108
Lynn,89,5
Madison,709,5
Marion,147,13
Martin,75,6
Mason,76,2
Matagorda,976,40
Maverick,3535,102
McCulloch,133,3
McLennan,7109,91
McMullen,19,0
Medina,1147,39
Menard,23,0
Midland,3441,57
Milam,463,5
Mills,42,0
Mitchell,80,1
Montague,157,3
Montgomery,9790,145
Moore,1137,19
Morris,174,3
Motley,7,0
Nacogdoches,1465,58
Navarro,1185,23
Newton,164,8
Nolan,185,4
Nueces,15400,331
Ochiltree,115,4
Oldham,15,1
Orange,1822,39
Palo Pinto,470,14
Panola,349,24
Parker,1742,29
Parmer,404,7
Pecos,348,4
Polk,811,21
Potter,4310,51
Presidio,92,5
Rains,60,3
Randall,2426,34
Reagan,86,6
Real,105,6
Red River,157,14
Reeves,185,6
Refugio,301,10
Roberts,9,0
Robertson,272,4
Rockwall,1446,24
Runnels,232,5
Rusk,830,6
Sabine,75,8
San Augustine,197,13
San Jacinto,219,9
San Patricio,1384,64
San Saba,42,0
Schleicher,51,2
Scurry,574,2
Shackelford,23,0
Shelby,455,21
Sherman,58,0
Smith,3484,85
Somervell,133,5
Starr,3255,146
Stephens,124,4
Sterling,4,0
Stonewall,10,1
Sutton,79,3
Swisher,101,3
Tarrant,41273,661
Taylor,1405,44
Terrell,3,0
Terry,215,4
Throckmorton,6,2
Titus,1410,28
Tom Green,2136,61
Travis,27578,391
Trinity,187,6
Tyler,192,4
Upshur,361,9
Upton,21,2
Uvalde,739,29
Val Verde,1957,92
Van Zandt,540,18
Victoria,3925,86
Walker,3497,53
Waller,778,11
Ward,115,1
Washington,594,47
Webb,12580,230
Wharton,1270,48
Wheeler,42,0
Wichita,1498,19
Wilbarger,124,2
Willacy,1180,46
Williamson,8143,134
Wilson,566,26
Winkler,106,1
Wise,689,13
Wood,452,18
Yoakum,183,4
Young,246,6
Zapata,317,5
Zavala,282,14
Unknown,0,8
Total,659434,14190
Probable cases are not included in the total case numbers,NA,NA
